Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
Case 1143,Completed-Closed,Value 501,2012/04/19 18:16:08.000,Variant 1,1,Completed,Low,Closed,Org line C,,jp,S22 2nd,PROD448,Japan
Case 1144,Accepted-In Progress,Value 68,2012/02/29 20:16:36.000,Variant 1,1,Accepted,High,In Progress,Org line A2,A2_4,se,G118 2nd,PROD591,Sweden
Case 1144,Completed-Closed,Value 68,2012/03/01 22:17:13.000,Variant 1,1,Completed,High,Closed,Org line A2,A2_4,se,G118 2nd,PROD591,Sweden
Case 1145,Accepted-In Progress,Value 68,2012/02/29 20:23:42.000,Variant 12,12,Accepted,Medium,In Progress,Org line A2,A2_4,se,G35 2nd,PROD591,Sweden
Case 1145,Completed-Closed,Value 68,2012/03/02 21:30:31.000,Variant 12,12,Completed,Medium,Closed,Org line A2,A2_4,se,G35 2nd,PROD591,Sweden
Case 1145,Accepted-In Progress,Value 68,2012/03/02 21:30:34.000,Variant 12,12,Accepted,Medium,In Progress,Org line A2,A2_4,se,G35 2nd,PROD591,Sweden
Case 1145,Completed-Closed,Value 68,2012/03/02 21:30:40.000,Variant 12,12,Completed,Medium,Closed,Org line A2,A2_4,se,G35 2nd,PROD591,Sweden
Case 1146,Accepted-In Progress,Value 45,2012/02/29 21:38:34.000,Variant 1,1,Accepted,High,In Progress,Org line C,C_6,se,G268 3rd,PROD805,Sweden
Case 1146,Completed-Closed,Value 45,2012/04/02 17:51:23.000,Variant 1,1,Completed,High,Closed,Org line C,C_6,se,G268 3rd,PROD805,Sweden
Case 1147,Accepted-In Progress,Value 172,2012/02/29 23:00:11.000,Variant 3,3,Accepted,High,In Progress,Org line A2,D_1,pl,W14 2nd,PROD784,POLAND
Case 1147,Accepted-Wait,Value 172,2012/03/12 23:43:18.000,Variant 3,3,Accepted,High,Wait,Org line A2,D_1,pl,W14 2nd,PROD784,POLAND
Case 1147,Completed-Closed,Value 172,2012/03/27 20:33:54.000,Variant 3,3,Completed,High,Closed,Org line A2,D_1,pl,W14 2nd,PROD784,POLAND
Case 1148,Queued-Awaiting Assignment,Value 345,2012/02/29 23:47:32.000,Variant 286,286,Queued,High,Awaiting Assignment,Org line C,C_6,se,G268 3rd,PROD85,Sweden
Case 1148,Accepted-In Progress,Value 45,2012/03/01 17:12:22.000,Variant 286,286,Accepted,High,In Progress,Org line C,C_6,se,G268 3rd,PROD85,Sweden
Case 1148,Accepted-Wait,Value 45,2012/03/07 18:23:55.000,Variant 286,286,Accepted,High,Wait,Org line C,C_6,se,G268 3rd,PROD85,Sweden
Case 1148,Completed-Closed,Value 45,2012/04/20 21:16:56.000,Variant 286,286,Completed,High,Closed,Org line C,C_6,se,G268 3rd,PROD85,Sweden
Case 1149,Accepted-In Progress,Value 114,2012/03/01 00:26:17.000,Variant 1,1,Accepted,High,In Progress,Org line C,C_6,se,G268 3rd,PROD805,Sweden
Case 1149,Completed-Closed,Value 114,2012/05/29 21:52:12.000,Variant 1,1,Completed,High,Closed,Org line C,C_6,se,G268 3rd,PROD805,Sweden
Case 1150,Queued-Awaiting Assignment,Value 494,2012/03/01 17:01:23.000,Variant 22,22,Queued,Medium,Awaiting Assignment,Org line C,E_10,jp,S51 2nd,PROD804,Japan
Case 1150,Accepted-In Progress,Value 454,2012/03/01 17:01:24.000,Variant 22,22,Accepted,Medium,In Progress,Org line C,,jp,S30 2nd,PROD804,Japan
Case 1150,Queued-Awaiting Assignment,Value 494,2012/03/01 17:03:24.000,Variant 22,22,Queued,Medium,Awaiting Assignment,Org line C,E_10,jp,S51 2nd,PROD804,Japan
Case 1150,Accepted-In Progress,Value 502,2012/03/01 19:27:02.000,Variant 22,22,Accepted,Medium,In Progress,Org line C,E_10,jp,S51 2nd,PROD804,Japan
Case 1150,Completed-Closed,Value 502,2012/03/01 19:31:24.000,Variant 22,22,Completed,Medium,Closed,Org line C,E_10,jp,S51 2nd,PROD804,Japan
Case 1151,Accepted-In Progress,Value 43,2012/03/01 19:53:49.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
Case 1151,Completed-Closed,Value 43,2012/03/01 20:16:29.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
Case 1152,Accepted-In Progress,Value 298,2012/03/01 21:44:24.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD397,Sweden
Case 1152,Completed-Closed,Value 298,2012/04/20 03:12:12.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD397,Sweden
Case 1153,Accepted-In Progress,Value 237,2012/03/01 22:10:13.000,Variant 5,5,Accepted,Low,In Progress,Org line C,C_6,se,G144 3rd,PROD660,Sweden
Case 1153,Queued-Awaiting Assignment,Value 237,2012/03/02 20:10:31.000,Variant 5,5,Queued,Low,Awaiting Assignment,Org line C,C_6,se,G144 3rd,PROD660,Sweden
Case 1153,Accepted-In Progress,Value 237,2012/03/02 21:50:24.000,Variant 5,5,Accepted,Low,In Progress,Org line C,C_6,se,G144 3rd,PROD660,Sweden
Case 1153,Completed-Closed,Value 237,2012/03/05 22:26:08.000,Variant 5,5,Completed,Low,Closed,Org line C,C_6,se,G144 3rd,PROD660,Sweden
Case 1154,Accepted-In Progress,Value 226,2012/03/02 00:18:31.000,Variant 1,1,Accepted,High,In Progress,Org line G4,,se,S33 2nd,PROD397,Sweden
Case 1154,Completed-Closed,Value 226,2012/03/02 00:18:58.000,Variant 1,1,Completed,High,Closed,Org line G4,,se,S33 2nd,PROD397,Sweden
Case 1155,Accepted-In Progress,Value 58,2012/03/02 03:13:08.000,Variant 287,287,Accepted,Major,In Progress,Org line G4,,se,G51 2nd,PROD221,Sweden
Case 1155,Completed-Closed,Value 58,2012/03/02 03:32:06.000,Variant 287,287,Completed,Major,Closed,Org line G4,,se,G51 2nd,PROD221,Sweden
Case 1155,Accepted-In Progress,Value 58,2012/03/10 00:05:39.000,Variant 287,287,Accepted,Major,In Progress,Org line G4,,se,G51 2nd,PROD221,Sweden
Case 1155,Queued-Awaiting Assignment,Value 58,2012/03/10 00:14:47.000,Variant 287,287,Queued,Major,Awaiting Assignment,Org line G4,,se,G51 2nd,PROD221,Sweden
Case 1155,Accepted-In Progress,Value 116,2012/03/28 21:35:24.000,Variant 287,287,Accepted,Major,In Progress,Org line G4,,se,G51 2nd,PROD221,Sweden
Case 1155,Queued-Awaiting Assignment,Value 249,2012/03/28 21:37:10.000,Variant 287,287,Queued,Major,Awaiting Assignment,Org line V5,,se,V20 2nd,PROD221,Sweden
Case 1155,Accepted-In Progress,Value 229,2012/04/02 17:34:52.000,Variant 287,287,Accepted,Major,In Progress,Org line V5,,se,V20 2nd,PROD221,INDIA
Case 1155,Completed-Closed,Value 229,2012/04/02 17:38:28.000,Variant 287,287,Completed,Major,Closed,Org line V5,,se,V20 2nd,PROD221,INDIA
Case 1156,Accepted-In Progress,Value 503,2012/03/02 07:45:27.000,Variant 1,1,Accepted,Major,In Progress,Org line A2,A2_3,se,V13 2nd,PROD617,Sweden
Case 1156,Completed-Closed,Value 503,2012/04/26 23:59:04.000,Variant 1,1,Completed,Major,Closed,Org line A2,A2_3,se,V13 2nd,PROD617,Sweden
Case 1157,Accepted-In Progress,Value 504,2012/03/02 10:59:57.000,Variant 1,1,Accepted,Major,In Progress,Org line B,A2_1,cn,D1,PROD350,China
Case 1157,Completed-Closed,Value 504,2012/03/02 11:03:25.000,Variant 1,1,Completed,Major,Closed,Org line B,A2_1,cn,D1,PROD350,China
Case 1158,Accepted-In Progress,Value 77,2012/03/02 08:17:13.000,Variant 288,288,Accepted,Major,In Progress,Org line G4,,se,M8 2nd,PROD221,Sweden
Case 1158,Accepted-In Progress,Value 77,2012/03/12 16:24:31.000,Variant 288,288,Accepted,Major,In Progress,Org line G4,,se,M8 2nd,PROD221,Sweden
Case 1158,Accepted-In Progress,Value 206,2012/03/28 21:42:53.000,Variant 288,288,Accepted,Major,In Progress,Org line G4,,se,M8 2nd,PROD221,Sweden
Case 1158,Queued-Awaiting Assignment,Value 82,2012/03/28 21:49:40.000,Variant 288,288,Queued,Major,Awaiting Assignment,Org line C,V3_3,se,G101 2nd,PROD221,Sweden
Case 1158,Accepted-In Progress,Value 82,2012/03/28 21:52:43.000,Variant 288,288,Accepted,Major,In Progress,Org line C,E_7,se,G162 2nd,PROD221,Sweden
Case 1158,Queued-Awaiting Assignment,Value 82,2012/03/29 20:41:49.000,Variant 288,288,Queued,Major,Awaiting Assignment,Org line C,V3_3,se,G101 2nd,PROD221,Sweden
Case 1158,Accepted-In Progress,Value 82,2012/03/29 20:49:40.000,Variant 288,288,Accepted,Major,In Progress,Org line C,E_7,se,G162 2nd,PROD221,Sweden
Case 1158,Queued-Awaiting Assignment,Value 82,2012/03/29 20:50:02.000,Variant 288,288,Queued,Major,Awaiting Assignment,Org line C,V3_3,se,G101 2nd,PROD221,Sweden
Case 1158,Accepted-In Progress,Value 82,2012/03/29 20:50:21.000,Variant 288,288,Accepted,Major,In Progress,Org line C,V3_3,se,G101 2nd,PROD221,Sweden
Case 1158,Completed-Closed,Value 82,2012/04/11 20:03:04.000,Variant 288,288,Completed,Major,Closed,Org line C,V3_3,se,G101 2nd,PROD221,Sweden
Case 1159,Accepted-In Progress,Value 20,2012/03/02 16:15:10.000,Variant 10,10,Accepted,High,In Progress,Org line C,E_6,se,G334 2nd,PROD289,Sweden
Case 1159,Accepted-Assigned,Value 20,2012/03/02 16:21:09.000,Variant 10,10,Accepted,High,Assigned,Org line C,E_6,se,G334 2nd,PROD289,Sweden
Case 1159,Completed-Closed,Value 20,2012/05/10 00:57:11.000,Variant 10,10,Completed,High,Closed,Org line C,E_6,se,G334 2nd,PROD289,Sweden
Case 1160,Accepted-In Progress,Value 150,2012/03/02 16:32:14.000,Variant 289,289,Accepted,High,In Progress,Org line C,E_4,us,G88 2nd,PROD412,USA
Case 1160,Queued-Awaiting Assignment,Value 150,2012/03/02 16:32:44.000,Variant 289,289,Queued,High,Awaiting Assignment,Org line C,E_4,us,G88 2nd,PROD412,USA
Case 1160,Accepted-In Progress,Value 294,2012/03/13 19:36:24.000,Variant 289,289,Accepted,High,In Progress,Org line C,E_4,us,G88 2nd,PROD412,Sweden
Case 1160,Accepted-Assigned,Value 273,2012/03/13 19:38:55.000,Variant 289,289,Accepted,High,Assigned,Org line C,E_4,us,G88 2nd,PROD412,Sweden
Case 1160,Accepted-Assigned,Value 273,2012/03/13 21:53:26.000,Variant 289,289,Accepted,High,Assigned,Org line C,E_4,us,G88 2nd,PROD412,Sweden
Case 1160,Completed-Closed,Value 273,2012/03/29 22:18:58.000,Variant 289,289,Completed,High,Closed,Org line C,E_4,us,G88 2nd,PROD412,Sweden
Case 1161,Accepted-In Progress,Value 187,2012/03/02 16:49:22.000,Variant 28,28,Accepted,Major,In Progress,Org line C,E_8,in,G186 2nd,PROD473,INDIA
Case 1161,Queued-Awaiting Assignment,Value 187,2012/03/02 16:49:43.000,Variant 28,28,Queued,Major,Awaiting Assignment,Org line C,E_8,in,G186 2nd,PROD473,INDIA
Case 1161,Accepted-In Progress,Value 479,2012/03/29 16:20:23.000,Variant 28,28,Accepted,Major,In Progress,Org line C,E_8,in,G181 2nd,PROD473,Sweden
Case 1161,Accepted-Assigned,Value 104,2012/03/29 16:21:22.000,Variant 28,28,Accepted,Major,Assigned,Org line C,E_8,in,G181 2nd,PROD473,Sweden
Case 1161,Completed-Closed,Value 104,2012/03/30 18:02:03.000,Variant 28,28,Completed,Major,Closed,Org line C,E_8,in,G181 2nd,PROD473,Sweden
Case 1162,Accepted-In Progress,Value 104,2012/03/02 17:41:45.000,Variant 1,1,Accepted,High,In Progress,Org line C,E_8,in,G186 2nd,PROD473,Sweden
Case 1162,Completed-Closed,Value 104,2012/03/28 18:20:47.000,Variant 1,1,Completed,High,Closed,Org line C,E_8,in,G186 2nd,PROD473,Sweden
Case 1163,Accepted-In Progress,Value 166,2012/03/03 00:50:47.000,Variant 4,4,Accepted,Medium,In Progress,Org line C,E_1,se,G294 2nd,PROD834,Sweden
Case 1163,Accepted-In Progress,Value 166,2012/03/15 21:20:04.000,Variant 4,4,Accepted,Medium,In Progress,Org line C,E_1,se,G294 2nd,PROD834,Sweden
Case 1163,Completed-Closed,Value 166,2012/03/15 21:20:11.000,Variant 4,4,Completed,Medium,Closed,Org line C,E_1,se,G294 2nd,PROD834,Sweden
Case 1164,Accepted-In Progress,Value 505,2012/03/03 02:15:04.000,Variant 5,5,Accepted,Medium,In Progress,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 1164,Queued-Awaiting Assignment,Value 505,2012/03/03 02:20:46.000,Variant 5,5,Queued,Medium,Awaiting Assignment,Org line V11,,gb,V50 2nd,PROD158,United Kingdom
Case 1164,Accepted-In Progress,Value 506,2012/04/18 01:35:41.000,Variant 5,5,Accepted,Medium,In Progress,Org line C,V3_3,gb,W1,PROD158,United Kingdom
Case 1164,Completed-Closed,Value 506,2012/04/19 18:31:58.000,Variant 5,5,Completed,Medium,Closed,Org line C,V3_3,gb,W1,PROD158,United Kingdom
Case 1165,Accepted-In Progress,Value 345,2012/03/03 22:20:54.000,Variant 2,2,Accepted,Medium,In Progress,Org line C,C_6,se,G268 3rd,PROD771,Sweden
Case 1165,Queued-Awaiting Assignment,Value 345,2012/03/03 22:35:06.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line C,C_6,se,G268 3rd,PROD771,Sweden
Case 1165,Accepted-In Progress,Value 232,2012/03/05 18:27:35.000,Variant 2,2,Accepted,Medium,In Progress,Org line C,C_6,se,G268 3rd,PROD771,Sweden
Case 1165,Accepted-Assigned,Value 114,2012/03/05 18:27:48.000,Variant 2,2,Accepted,Medium,Assigned,Org line C,C_6,se,G268 3rd,PROD771,Sweden
Case 1165,Accepted-In Progress,Value 114,2012/05/09 23:44:08.000,Variant 2,2,Accepted,Medium,In Progress,Org line C,C_6,se,G268 3rd,PROD771,Sweden
Case 1165,Completed-Closed,Value 114,2012/05/09 23:44:09.000,Variant 2,2,Completed,Medium,Closed,Org line C,C_6,se,G268 3rd,PROD771,Sweden
Case 1166,Accepted-In Progress,Value 393,2012/03/05 14:23:01.000,Variant 1,1,Accepted,Low,In Progress,Org line C,E_4,us,G88 2nd,PROD794,Sweden
Case 1166,Completed-Closed,Value 393,2012/05/28 18:57:12.000,Variant 1,1,Completed,Low,Closed,Org line C,E_4,us,G88 2nd,PROD794,Sweden
Case 1167,Accepted-In Progress,Value 415,2012/03/05 18:11:17.000,Variant 3,3,Accepted,Medium,In Progress,Org line C,E_4,in,G87 2nd,PROD565,INDIA
Case 1167,Accepted-Wait,Value 415,2012/03/14 18:36:57.000,Variant 3,3,Accepted,Medium,Wait,Org line C,E_4,in,G87 2nd,PROD565,INDIA
Case 1167,Completed-Closed,Value 415,2012/05/08 15:28:25.000,Variant 3,3,Completed,Medium,Closed,Org line C,E_4,in,G87 2nd,PROD565,INDIA
Case 1168,Accepted-In Progress,Value 463,2012/03/05 18:51:06.000,Variant 3,3,Accepted,Low,In Progress,Org line C,E_4,in,G93 2nd,PROD424,Sweden
Case 1168,Accepted-Wait,Value 463,2012/03/05 18:53:28.000,Variant 3,3,Accepted,Low,Wait,Org line C,E_4,in,G93 2nd,PROD424,Sweden
Case 1168,Completed-Closed,Value 463,2012/03/28 18:11:31.000,Variant 3,3,Completed,Low,Closed,Org line C,E_4,in,G93 2nd,PROD424,Sweden
Case 1169,Accepted-In Progress,Value 296,2012/03/06 00:45:27.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
Case 1169,Completed-Closed,Value 296,2012/03/27 01:35:33.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
Case 1170,Accepted-In Progress,Value 273,2012/03/06 00:28:53.000,Variant 1,1,Accepted,High,In Progress,Org line C,E_4,us,G88 2nd,PROD348,Sweden
Case 1170,Completed-Closed,Value 273,2012/03/29 22:12:42.000,Variant 1,1,Completed,High,Closed,Org line C,E_4,us,G88 2nd,PROD348,Sweden
Case 1171,Accepted-In Progress,Value 507,2012/03/06 07:30:17.000,Variant 31,31,Accepted,High,In Progress,Org line C,E_5,au,G73,PROD790,INDIA
Case 1171,Queued-Awaiting Assignment,Value 507,2012/03/06 07:35:32.000,Variant 31,31,Queued,High,Awaiting Assignment,Org line C,E_5,au,G73,PROD790,INDIA
Case 1171,Queued-Awaiting Assignment,Value 445,2012/04/16 20:33:54.000,Variant 31,31,Queued,High,Awaiting Assignment,Org line B,A2_1,au,D10,PROD790,Australia
Case 1171,Accepted-In Progress,Value 445,2012/05/10 11:11:34.000,Variant 31,31,Accepted,High,In Progress,Org line B,A2_1,au,D10,PROD790,Australia
Case 1171,Completed-Closed,Value 445,2012/05/10 11:16:00.000,Variant 31,31,Completed,High,Closed,Org line B,A2_1,au,D10,PROD790,Australia
Case 1172,Accepted-In Progress,Value 508,2012/03/06 07:07:18.000,Variant 1,1,Accepted,Major,In Progress,Org line C,,us,N6 2nd,PROD154,USA
Case 1172,Completed-Closed,Value 508,2012/05/24 22:53:30.000,Variant 1,1,Completed,Major,Closed,Org line C,,us,N6 2nd,PROD154,USA
Case 1173,Accepted-In Progress,Value 508,2012/03/06 07:09:15.000,Variant 1,1,Accepted,Major,In Progress,Org line C,,us,N6 2nd,PROD154,USA
Case 1173,Completed-Closed,Value 508,2012/05/24 22:52:49.000,Variant 1,1,Completed,Major,Closed,Org line C,,us,N6 2nd,PROD154,USA
Case 1174,Accepted-In Progress,Value 114,2012/03/06 17:02:42.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_3,se,G70 2nd,PROD384,Sweden
Case 1174,Completed-Closed,Value 114,2012/03/14 18:49:41.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_3,se,G70 2nd,PROD384,Sweden
Case 1175,Accepted-In Progress,Value 384,2012/03/06 17:45:39.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_5,se,A10,PROD320,Sweden
Case 1175,Completed-Closed,Value 384,2012/03/06 17:53:11.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_5,se,A10,PROD320,Sweden
Case 1176,Accepted-In Progress,Value 123,2012/03/06 17:53:52.000,Variant 11,11,Accepted,Medium,In Progress,Org line C,C_6,in,G269 3rd,PROD802,Sweden
Case 1176,Queued-Awaiting Assignment,Value 123,2012/03/06 17:57:27.000,Variant 11,11,Queued,Medium,Awaiting Assignment,Org line C,C_6,in,G269 3rd,PROD802,Sweden
Case 1176,Accepted-In Progress,Value 509,2012/03/12 22:23:08.000,Variant 11,11,Accepted,Medium,In Progress,Org line C,C_6,in,G269 3rd,PROD802,Sweden
Case 1176,Queued-Awaiting Assignment,Value 229,2012/03/12 22:29:46.000,Variant 11,11,Queued,Medium,Awaiting Assignment,Org line C,E_10,in,G271 2nd,PROD802,Sweden
Case 1176,Accepted-In Progress,Value 370,2012/03/12 22:37:49.000,Variant 11,11,Accepted,Medium,In Progress,Org line C,E_10,in,G271 2nd,PROD802,Sweden
Case 1176,Completed-Closed,Value 370,2012/05/30 18:24:52.000,Variant 11,11,Completed,Medium,Closed,Org line C,E_10,in,G271 2nd,PROD802,Sweden
Case 1177,Accepted-In Progress,Value 358,2012/03/06 20:56:11.000,Variant 290,290,Accepted,High,In Progress,Org line C,E_1,us,G13 2nd,PROD398,USA
Case 1177,Queued-Awaiting Assignment,Value 358,2012/03/06 20:57:49.000,Variant 290,290,Queued,High,Awaiting Assignment,Org line C,E_1,us,G13 2nd,PROD398,USA
Case 1177,Accepted-In Progress,Value 358,2012/03/10 04:28:15.000,Variant 290,290,Accepted,High,In Progress,Org line C,C_1,us,G14 3rd,PROD398,USA
Case 1177,Accepted-Assigned,Value 127,2012/03/10 04:28:29.000,Variant 290,290,Accepted,High,Assigned,Org line C,C_1,us,G14 3rd,PROD398,USA
Case 1177,Accepted-In Progress,Value 220,2012/03/12 18:46:20.000,Variant 290,290,Accepted,High,In Progress,Org line C,E_1,us,G13 2nd,PROD398,Belgium
Case 1177,Accepted-Wait,Value 220,2012/03/12 18:46:28.000,Variant 290,290,Accepted,High,Wait,Org line C,E_1,us,G13 2nd,PROD398,Belgium
Case 1177,Completed-Closed,Value 220,2012/05/08 17:18:42.000,Variant 290,290,Completed,High,Closed,Org line C,E_1,us,G13 2nd,PROD398,Belgium
Case 1178,Accepted-In Progress,Value 220,2012/03/06 19:13:34.000,Variant 4,4,Accepted,Medium,In Progress,Org line C,E_1,us,G13 2nd,PROD398,Belgium
Case 1178,Accepted-In Progress,Value 220,2012/03/26 17:08:19.000,Variant 4,4,Accepted,Medium,In Progress,Org line C,E_1,us,G13 2nd,PROD398,Belgium
Case 1178,Completed-Closed,Value 220,2012/03/26 17:09:33.000,Variant 4,4,Completed,Medium,Closed,Org line C,E_1,us,G13 2nd,PROD398,Belgium
Case 1179,Accepted-In Progress,Value 43,2012/03/06 19:16:37.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 1179,Completed-Closed,Value 43,2012/03/06 20:51:23.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 1180,Accepted-Wait,Value 123,2012/03/06 20:31:47.000,Variant 291,291,Accepted,Low,Wait,Org line G4,,se,S29 2nd,PROD710,Sweden
Case 1180,Accepted-In Progress,Value 123,2012/03/15 00:33:38.000,Variant 291,291,Accepted,Low,In Progress,Org line G4,,se,S29 2nd,PROD710,Sweden
Case 1180,Completed-Closed,Value 123,2012/03/15 00:35:05.000,Variant 291,291,Completed,Low,Closed,Org line G4,,se,S29 2nd,PROD710,Sweden
Case 1180,Accepted-In Progress,Value 123,2012/03/15 00:35:34.000,Variant 291,291,Accepted,Low,In Progress,Org line G4,,se,S29 2nd,PROD710,Sweden
Case 1180,Completed-Closed,Value 123,2012/03/15 00:36:22.000,Variant 291,291,Completed,Low,Closed,Org line G4,,se,S29 2nd,PROD710,Sweden
Case 1181,Accepted-In Progress,Value 114,2012/03/06 23:10:02.000,Variant 4,4,Accepted,Medium,In Progress,Org line C,E_3,se,G70 2nd,PROD384,Sweden
Case 1181,Accepted-In Progress,Value 114,2012/03/06 23:10:26.000,Variant 4,4,Accepted,Medium,In Progress,Org line C,E_3,se,G70 2nd,PROD384,Sweden
Case 1181,Completed-Closed,Value 114,2012/03/19 21:20:43.000,Variant 4,4,Completed,Medium,Closed,Org line C,E_3,se,G70 2nd,PROD384,Sweden
Case 1182,Accepted-In Progress,Value 88,2012/03/06 22:08:23.000,Variant 6,6,Accepted,High,In Progress,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 1182,Accepted-Assigned,Value 88,2012/03/07 17:06:13.000,Variant 6,6,Accepted,High,Assigned,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 1182,Accepted-In Progress,Value 88,2012/04/18 04:30:19.000,Variant 6,6,Accepted,High,In Progress,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 1182,Completed-Closed,Value 88,2012/04/18 04:30:21.000,Variant 6,6,Completed,High,Closed,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 1183,Accepted-In Progress,Value 90,2012/03/06 23:44:57.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_3,se,U6 2nd,PROD780,Sweden
Case 1183,Completed-Closed,Value 90,2012/04/11 20:37:27.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_3,se,U6 2nd,PROD780,Sweden
Case 1184,Accepted-In Progress,Value 298,2012/03/07 16:05:20.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD397,Sweden
Case 1184,Completed-Closed,Value 298,2012/04/12 16:17:37.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD397,Sweden
Case 1185,Accepted-In Progress,Value 484,2012/03/07 16:35:03.000,Variant 292,292,Accepted,High,In Progress,Org line B,C_6,in,S13 3rd,PROD802,INDIA
Case 1185,Queued-Awaiting Assignment,Value 484,2012/03/07 16:43:10.000,Variant 292,292,Queued,High,Awaiting Assignment,Org line B,C_6,in,S13 3rd,PROD802,INDIA
Case 1185,Accepted-In Progress,Value 485,2012/04/27 18:11:17.000,Variant 292,292,Accepted,High,In Progress,Org line B,C_6,in,S13 3rd,PROD802,INDIA
Case 1185,Queued-Awaiting Assignment,Value 229,2012/04/27 18:11:56.000,Variant 292,292,Queued,High,Awaiting Assignment,Org line C,E_10,in,G271 2nd,PROD802,Sweden
Case 1185,Accepted-Assigned,Value 453,2012/05/10 21:22:56.000,Variant 292,292,Accepted,High,Assigned,Org line C,E_10,in,G271 2nd,PROD802,Sweden
Case 1185,Accepted-Assigned,Value 510,2012/05/10 21:47:34.000,Variant 292,292,Accepted,High,Assigned,Org line C,E_10,in,G271 2nd,PROD802,Sweden
Case 1185,Accepted-In Progress,Value 510,2012/05/10 23:10:34.000,Variant 292,292,Accepted,High,In Progress,Org line C,E_10,in,G271 2nd,PROD802,Sweden
Case 1185,Completed-Closed,Value 510,2012/05/10 23:11:04.000,Variant 292,292,Completed,High,Closed,Org line C,E_10,in,G271 2nd,PROD802,Sweden
Case 1186,Queued-Awaiting Assignment,Value 63,2012/03/07 19:52:55.000,Variant 8,8,Queued,Medium,Awaiting Assignment,Org line A2,A2_3,se,S35 2nd,PROD551,Sweden
Case 1186,Accepted-In Progress,Value 65,2012/03/08 20:57:27.000,Variant 8,8,Accepted,Medium,In Progress,Org line C,E_9,se,S34 2nd,PROD551,Sweden
Case 1186,Completed-Closed,Value 65,2012/04/25 16:35:42.000,Variant 8,8,Completed,Medium,Closed,Org line C,E_9,se,S34 2nd,PROD551,Sweden
Case 1187,Accepted-In Progress,Value 120,2012/03/07 19:37:45.000,Variant 4,4,Accepted,High,In Progress,Org line A2,A2_3,se,N23 2nd,PROD554,Sweden
Case 1187,Accepted-In Progress,Value 120,2012/04/11 21:37:57.000,Variant 4,4,Accepted,High,In Progress,Org line A2,A2_3,se,N23 2nd,PROD554,Sweden
Case 1187,Completed-Closed,Value 120,2012/04/11 21:39:40.000,Variant 4,4,Completed,High,Closed,Org line A2,A2_3,se,N23 2nd,PROD554,Sweden
Case 1188,Accepted-In Progress,Value 511,2012/03/07 19:43:04.000,Variant 31,31,Accepted,Low,In Progress,Org line A2,A2_2,se,G40,PROD215,Sweden
Case 1188,Queued-Awaiting Assignment,Value 511,2012/03/07 19:56:18.000,Variant 31,31,Queued,Low,Awaiting Assignment,Org line A2,A2_2,se,G40,PROD215,Sweden
Case 1188,Queued-Awaiting Assignment,Value 240,2012/03/09 19:11:37.000,Variant 31,31,Queued,Low,Awaiting Assignment,Org line C,C_1,se,G194 3rd,PROD215,Sweden
Case 1188,Accepted-In Progress,Value 240,2012/03/20 18:16:42.000,Variant 31,31,Accepted,Low,In Progress,Org line C,C_1,se,G194 3rd,PROD215,Sweden
Case 1188,Completed-Closed,Value 240,2012/03/20 19:16:46.000,Variant 31,31,Completed,Low,Closed,Org line C,C_1,se,G194 3rd,PROD215,Sweden
Case 1189,Accepted-In Progress,Value 276,2012/03/07 22:15:19.000,Variant 293,293,Accepted,Major,In Progress,Org line C,E_4,us,G88 2nd,PROD793,INDIA
Case 1189,Completed-Closed,Value 276,2012/03/09 16:57:30.000,Variant 293,293,Completed,Major,Closed,Org line C,E_4,us,G88 2nd,PROD793,INDIA
Case 1189,Accepted-In Progress,Value 276,2012/03/26 20:48:52.000,Variant 293,293,Accepted,Major,In Progress,Org line C,E_4,us,G88 2nd,PROD793,INDIA
